charge,anlage,area,product,recipe,start,ende,diff,diffm
6464213_6464218,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-08 15:43:29.391000+00:00,2020-07-08 17:40:07.034000+00:00,0 days 01:56:37.643000,116.62738333333331
6464217_6464226,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-08 12:19:51.015000+00:00,2020-07-08 12:37:16.011000+00:00,0 days 00:17:24.996000,17.4166
6464608_6464612,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2020-07-08 14:14:39.205000+00:00,2020-07-08 15:37:26.994000+00:00,0 days 01:22:47.789000,82.79648333333333
6465478_6465486,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-08 18:16:45.183000+00:00,2020-07-08 19:11:13.331000+00:00,0 days 00:54:28.148000,54.46913333333333
6465487_6465496,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-07-08 17:20:18.941000+00:00,2020-07-08 17:43:39.031000+00:00,0 days 00:23:20.090000,23.33483333333333
6465488_6465495,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-07-08 18:17:07.925000+00:00,2020-07-08 18:32:46.511000+00:00,0 days 00:15:38.586000,15.6431
6465514_6465518,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-07-08 17:45:04.443000+00:00,2020-07-08 18:18:00.882000+00:00,0 days 00:32:56.439000,32.94065
6465523_6465527,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-07-08 17:45:35.597000+00:00,2020-07-08 18:08:23.495000+00:00,0 days 00:22:47.898000,22.7983
6465572_6465576,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-07-08 18:34:18.899000+00:00,2020-07-08 18:59:51.127000+00:00,0 days 00:25:32.228000,25.537133333333333
6465837_6465846,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-08 20:12:47.232000+00:00,2020-07-08 21:23:57.936000+00:00,0 days 01:11:10.704000,71.1784
6465847_6465854,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-08 21:31:04.620000+00:00,2020-07-08 22:40:00.407000+00:00,0 days 01:08:55.787000,68.92978333333333
6465856_6465861,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-08 20:12:38.176000+00:00,2020-07-08 20:30:05.808000+00:00,0 days 00:17:27.632000,17.460533333333334
6466250_6466254,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-07-08 23:32:16.649000+00:00,2020-07-08 23:59:03.309000+00:00,0 days 00:26:46.660000,26.777666666666665
6466271_6466279,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-09 00:38:10.516000+00:00,2020-07-09 01:32:57.079000+00:00,0 days 00:54:46.563000,54.77605
6466272_6466280,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-07-08 23:31:19.473000+00:00,2020-07-08 23:54:40.307000+00:00,0 days 00:23:20.834000,23.34723333333333
6466281_6466285,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-07-09 00:38:19.330000+00:00,2020-07-09 00:53:58.725000+00:00,0 days 00:15:39.395000,15.656583333333334
6466303_6466307,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-07-09 00:13:22.641000+00:00,2020-07-09 00:36:24.350000+00:00,0 days 00:23:01.709000,23.02848333333333
6466341_6466345,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-07-09 00:55:06.919000+00:00,2020-07-09 01:21:03.890000+00:00,0 days 00:25:56.971000,25.949516666666668
6466728_6466739,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-09 04:11:05.430000+00:00,2020-07-09 05:21:10.366000+00:00,0 days 01:10:04.936000,70.08226666666667
6466729_6466740,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-09 05:32:40.407000+00:00,2020-07-09 07:01:10.134000+00:00,0 days 01:28:29.727000,88.49545
6466747_6466753,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-09 04:11:20.896000+00:00,2020-07-09 04:28:47.857000+00:00,0 days 00:17:26.961000,17.44935
6467329_6467333,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-07-09 07:06:17.045000+00:00,2020-07-09 07:39:42.781000+00:00,0 days 00:33:25.736000,33.42893333333333
6467414_6467419,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-09 08:38:42.103000+00:00,2020-07-09 09:46:11.272000+00:00,0 days 01:07:29.169000,67.48615
6467420_6467424,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-07-09 07:32:21.120000+00:00,2020-07-09 08:26:50.603000+00:00,0 days 00:54:29.483000,54.49138333333333
6467425_6467429,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-07-09 08:38:48.849000+00:00,2020-07-09 08:54:26.228000+00:00,0 days 00:15:37.379000,15.622983333333334
6467462_6467466,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-07-30 13:17:10.729000+00:00,2020-07-30 13:18:53.258000+00:00,0 days 00:01:42.529000,1.7088166666666669
6467471_6467475,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-07-30 13:19:33.055000+00:00,2020-07-30 13:55:47.486000+00:00,0 days 00:36:14.431000,36.24051666666666
6467797_6467803,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-09 11:07:01.494000+00:00,2020-07-09 12:13:23.774000+00:00,0 days 01:06:22.280000,66.37133333333334
6467808_6467816,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-09 12:29:34.909000+00:00,2020-07-09 13:44:07.405000+00:00,0 days 01:14:32.496000,74.5416
6467815_6467824,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-09 11:03:36.919000+00:00,2020-07-09 11:21:03.015000+00:00,0 days 00:17:26.096000,17.434933333333333
6468233_6468238,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-09 18:12:50.195000+00:00,2020-07-09 19:22:13.587000+00:00,0 days 01:09:23.392000,69.38986666666666
6468240_6468244,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-09 19:24:23.016000+00:00,2020-07-10 04:54:11.999000+00:00,0 days 09:29:48.983000,569.8163833333333
6468253_6468260,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-09 18:13:14.081000+00:00,2020-07-09 18:30:39.360000+00:00,0 days 00:17:25.279000,17.421316666666666
6468316_6468321,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-07-09 18:30:12.758000+00:00,2020-07-09 19:23:45.582000+00:00,0 days 00:53:32.824000,53.547066666666666
6468690_6468694,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-07-30 12:55:06.469000+00:00,2020-07-30 13:09:16.516000+00:00,0 days 00:14:10.047000,14.16745
6469758_6469762,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-07-30 12:45:39.381000+00:00,2020-07-30 12:48:44.038000+00:00,0 days 00:03:04.657000,3.0776166666666667
6792166_6792178,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2020-07-30 12:49:18.064000+00:00,2020-07-30 12:51:40.556000+00:00,0 days 00:02:22.492000,2.3748666666666667
6792181_6792190,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-07-30 13:10:06.206000+00:00,2020-07-30 13:11:46.725000+00:00,0 days 00:01:40.519000,1.6753166666666666
6794891_6794895,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-07-30 14:26:29.697000+00:00,2020-07-30 14:29:18.159000+00:00,0 days 00:02:48.462000,2.8077
6794896_6794900,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-07-30 14:29:53.995000+00:00,2020-07-30 14:31:24.915000+00:00,0 days 00:01:30.920000,1.5153333333333334
6794901_6794905,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-30 15:11:06.125000+00:00,2020-07-30 15:13:46.162000+00:00,0 days 00:02:40.037000,2.667283333333333
6794906_6794910,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-07-30 15:20:03.549000+00:00,2020-07-30 15:22:15.664000+00:00,0 days 00:02:12.115000,2.2019166666666665
6795078_6795082,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-30 15:00:12.600000+00:00,2020-07-30 15:03:22.170000+00:00,0 days 00:03:09.570000,3.1595
6795158_6795163,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-07-30 14:32:21.490000+00:00,2020-07-30 14:33:52.006000+00:00,0 days 00:01:30.516000,1.5086
6795200_6795204,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-07-30 14:44:35.544000+00:00,2020-07-30 15:20:10.449000+00:00,0 days 00:35:34.905000,35.58175
6795222_6795226,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2020-07-31 08:50:58.511000+00:00,2020-07-31 08:53:11.687000+00:00,0 days 00:02:13.176000,2.2196
6795253_6795257,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-07-31 08:45:26.558000+00:00,2020-07-31 08:47:16.496000+00:00,0 days 00:01:49.938000,1.8323
6795597_6795601,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-07-31 07:17:27.485000+00:00,2020-07-31 07:40:41.765000+00:00,0 days 00:23:14.280000,23.238
6795620_6795624,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2020-07-31 08:40:56.205000+00:00,2020-07-31 08:42:55.304000+00:00,0 days 00:01:59.099000,1.984983333333333
6795706_6795710,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-07-31 08:28:50.407000+00:00,2020-07-31 08:39:07.112000+00:00,0 days 00:10:16.705000,10.278416666666669
6795787_6795791,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-07-31 09:48:44.584000+00:00,2020-07-31 11:18:11.799000+00:00,0 days 01:29:27.215000,89.45358333333333
6795877_6795881,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-31 11:01:40.887000+00:00,2020-07-31 11:03:55.330000+00:00,0 days 00:02:14.443000,2.2407166666666667
6795908_6795912,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-07-31 11:18:04.466000+00:00,2020-07-31 11:23:12.626000+00:00,0 days 00:05:08.160000,5.136
6795971_6795983,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-04 10:06:19.092000+00:00,2020-08-04 12:37:26.799000+00:00,0 days 02:31:07.707000,151.12845
6795973_6795984,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-08-03 10:34:13.917000+00:00,2020-08-03 10:57:34.999000+00:00,0 days 00:23:21.082000,23.351366666666667
6795986_6795990,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-08-04 05:42:52.389000+00:00,2020-08-04 05:58:30.151000+00:00,0 days 00:15:37.762000,15.629366666666666
6799579_6799585,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-08-03 05:36:42.856000+00:00,2020-08-03 05:54:07.265000+00:00,0 days 00:17:24.409000,17.406816666666668
6800859_6800865,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2020-08-03 05:54:21.831000+00:00,2020-08-03 06:19:52.985000+00:00,0 days 00:25:31.154000,25.51923333333333
6801172_6801178,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-08-03 11:06:05.580000+00:00,2020-08-03 11:30:09.453000+00:00,0 days 00:24:03.873000,24.06455
6801484_6801488,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-04 05:25:25.529000+00:00,2020-08-04 08:37:05.885000+00:00,0 days 03:11:40.356000,191.6726
6801515_6801519,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-08-04 06:18:48.460000+00:00,2020-08-04 08:29:21.852000+00:00,0 days 02:10:33.392000,130.5565333333333
6801589_6801593,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-04 10:19:12.893000+00:00,2020-08-04 12:58:47.061000+00:00,0 days 02:39:34.168000,159.56946666666667
6801681_6801685,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2020-08-05 07:28:10.094000+00:00,2020-08-05 08:20:32.234000+00:00,0 days 00:52:22.140000,52.369
6801716_6801720,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-05 12:56:42.080000+00:00,2020-08-05 14:08:04.546000+00:00,0 days 01:11:22.466000,71.37443333333333
6802027_6802031,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-05 07:36:14.288000+00:00,2020-08-05 09:41:39.610000+00:00,0 days 02:05:25.322000,125.42203333333332
6802070_6802074,Abfuellbeh_2_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_2,SIP,RP06_SIP_BEHAELTER,2020-08-05 09:57:36.832000+00:00,2020-08-05 12:50:19.983000+00:00,0 days 02:52:43.151000,172.71918333333332
6802182_6802186,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-08-06 04:26:52.046000+00:00,2020-08-06 05:21:36.693000+00:00,0 days 00:54:44.647000,54.74411666666666
6802795_6802804,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-06 11:57:08.963000+00:00,2020-08-06 12:50:57.907000+00:00,0 days 00:53:48.944000,53.81573333333333
6802796_6802805,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-08-06 13:00:03.548000+00:00,2020-08-06 13:23:24.147000+00:00,0 days 00:23:20.599000,23.343316666666663
6802806_6802810,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-08-06 11:56:59.841000+00:00,2020-08-06 12:12:38.042000+00:00,0 days 00:15:38.201000,15.636683333333334
6802832_6802837,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-08-06 12:15:08.593000+00:00,2020-08-06 12:56:35.819000+00:00,0 days 00:41:27.226000,41.45376666666667
6802866_6802871,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-08-07 04:37:15.940000+00:00,2020-08-07 05:02:23.214000+00:00,0 days 00:25:07.274000,25.121233333333333
6803778_6803784,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-10 05:29:48.207000+00:00,2020-08-10 06:52:36.955000+00:00,0 days 01:22:48.748000,82.81246666666667
6803785_6803791,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-10 08:26:49.191000+00:00,2020-08-10 10:00:02.398000+00:00,0 days 01:33:13.207000,93.22011666666668
6803794_6803798,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-08-10 04:55:32.907000+00:00,2020-08-10 05:12:57.994000+00:00,0 days 00:17:25.087000,17.418116666666666
6806961_6806966,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-11 04:40:50.811000+00:00,2020-08-11 06:19:49.078000+00:00,0 days 01:38:58.267000,98.97111666666666
6807511_6807515,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-10 03:47:01.630000+00:00,2020-08-10 04:40:37.476000+00:00,0 days 00:53:35.846000,53.597433333333335
6807522_6807526,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-08-10 03:47:12.223000+00:00,2020-08-10 04:02:50.184000+00:00,0 days 00:15:37.961000,15.632683333333333
6808673_6808677,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-08-10 06:05:34.173000+00:00,2020-08-10 06:28:55.473000+00:00,0 days 00:23:21.300000,23.355
6808707_6808711,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-08-10 04:17:09.690000+00:00,2020-08-10 04:56:51.115000+00:00,0 days 00:39:41.425000,39.69041666666666
6808752_6808756,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2020-08-10 04:54:27.294000+00:00,2020-08-10 05:54:13.322000+00:00,0 days 00:59:46.028000,59.76713333333333
6808952_6808956,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2020-08-10 05:19:02.149000+00:00,2020-08-10 05:44:34.931000+00:00,0 days 00:25:32.782000,25.546366666666668
6809058_6809064,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-08-10 06:30:17.220000+00:00,2020-08-10 06:54:14.638000+00:00,0 days 00:23:57.418000,23.956966666666663
6809199_6809204,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2020-08-10 07:00:38.076000+00:00,2020-08-10 08:21:45.227000+00:00,0 days 01:21:07.151000,81.11918333333334
6809490_6809494,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-08-10 08:12:41.416000+00:00,2020-08-10 09:45:26.917000+00:00,0 days 01:32:45.501000,92.75835
6809627_6809634,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-10 12:04:57.642000+00:00,2020-08-10 12:58:41.072000+00:00,0 days 00:53:43.430000,53.72383333333333
6809636_6809640,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-08-10 09:53:10.023000+00:00,2020-08-10 10:16:31.479000+00:00,0 days 00:23:21.456000,23.3576
6809663_6809667,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-08-10 10:07:37.086000+00:00,2020-08-10 15:22:55.108000+00:00,0 days 05:15:18.022000,315.30036666666666
6809672_6809676,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-08-10 10:51:20.572000+00:00,2020-08-10 11:15:37.424000+00:00,0 days 00:24:16.852000,24.280866666666668
6809896_6809900,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-10 15:43:27.320000+00:00,2020-08-10 18:04:06.821000+00:00,0 days 02:20:39.501000,140.65835
6809971_6809975,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-10 18:12:43.652000+00:00,2020-08-10 19:52:10.688000+00:00,0 days 01:39:27.036000,99.4506
6810031_6810035,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-08-10 20:04:24.331000+00:00,2020-08-11 04:40:40.611000+00:00,0 days 08:36:16.280000,516.2713333333334
6810083_6810087,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-08-11 07:19:04.971000+00:00,2020-08-11 07:34:41.829000+00:00,0 days 00:15:36.858000,15.6143
6810759_6810763,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-08-11 05:15:45.421000+00:00,2020-08-11 07:13:36.929000+00:00,0 days 01:57:51.508000,117.85846666666669
6810906_6810914,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-08-11 07:19:20.611000+00:00,2020-08-11 07:45:02.987000+00:00,0 days 00:25:42.376000,25.706266666666668
6811008_6811012,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-08-11 07:40:05.772000+00:00,2020-08-11 08:14:19.312000+00:00,0 days 00:34:13.540000,34.22566666666667
6811166_6811170,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-08-11 08:21:18.913000+00:00,2020-08-11 09:29:12.216000+00:00,0 days 01:07:53.303000,67.88838333333334
