charge,anlage,area,product,recipe,start,ende,diff,diffm
7178257_7178262,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-26 04:40:39.458000+00:00,2020-10-26 05:04:45.086000+00:00,0 days 00:24:05.628000,24.0938
7178274_7178278,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-26 06:05:17.408000+00:00,2020-10-26 06:37:16.361000+00:00,0 days 00:31:58.953000,31.98255
7178283_7178287,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2020-10-26 06:37:04.808000+00:00,2020-10-26 07:24:49.913000+00:00,0 days 00:47:45.105000,47.75175
7178944_7178949,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-26 12:13:06.841000+00:00,2020-10-26 13:23:07.514000+00:00,0 days 01:10:00.673000,70.01121666666667
7178951_7178960,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-26 14:50:26.213000+00:00,2020-10-26 16:06:16.011000+00:00,0 days 01:15:49.798000,75.82996666666666
7178969_7178976,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-26 12:12:43.494000+00:00,2020-10-26 12:30:06.585000+00:00,0 days 00:17:23.091000,17.38485
7179401_7179405,Abfuellbeh_2_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_2,SIP,RP06_SIP_BEHAELTER,2020-10-26 13:30:43.468000+00:00,2020-10-26 14:48:18.902000+00:00,0 days 01:17:35.434000,77.59056666666666
7179631_7179635,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-26 16:57:42.405000+00:00,2020-10-26 18:20:29.202000+00:00,0 days 01:22:46.797000,82.77995
7179636_7179642,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-26 16:06:51.661000+00:00,2020-10-26 16:30:10.269000+00:00,0 days 00:23:18.608000,23.310133333333333
7179640_7179645,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-26 16:57:52.751000+00:00,2020-10-26 17:13:30.179000+00:00,0 days 00:15:37.428000,15.6238
7179646_7179650,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-10-26 16:09:10.799000+00:00,2020-10-26 16:48:03.442000+00:00,0 days 00:38:52.643000,38.87738333333333
7179655_7179659,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-26 16:33:41.259000+00:00,2020-10-26 16:57:39.529000+00:00,0 days 00:23:58.270000,23.971166666666665
7179723_7179727,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-26 17:14:01.996000+00:00,2020-10-26 17:45:34.164000+00:00,0 days 00:31:32.168000,31.53613333333333
7180280_7180287,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-26 20:39:28.250000+00:00,2020-10-26 21:55:49.248000+00:00,0 days 01:16:20.998000,76.34996666666666
7180288_7180292,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-26 21:59:05.731000+00:00,2020-10-26 23:05:43.174000+00:00,0 days 01:06:37.443000,66.62405
7180297_7180305,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-26 20:38:57.634000+00:00,2020-10-26 20:56:21.190000+00:00,0 days 00:17:23.556000,17.3926
7180393_7180398,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-10-26 20:55:40.306000+00:00,2020-10-26 21:46:18.903000+00:00,0 days 00:50:38.597000,50.643283333333336
7181147_7181151,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-10-26 23:06:48.190000+00:00,2020-10-26 23:32:54.101000+00:00,0 days 00:26:05.911000,26.098516666666665
7181199_7181207,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-27 00:44:19.469000+00:00,2020-10-27 01:38:16.395000+00:00,0 days 00:53:56.926000,53.94876666666666
7181210_7181215,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-26 23:51:08.419000+00:00,2020-10-27 00:14:27.494000+00:00,0 days 00:23:19.075000,23.317916666666665
7181216_7181220,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-27 00:44:07.477000+00:00,2020-10-27 00:59:45.004000+00:00,0 days 00:15:37.527000,15.62545
7181266_7181270,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-27 00:18:33.792000+00:00,2020-10-27 00:42:34.524000+00:00,0 days 00:24:00.732000,24.0122
7181327_7181331,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-27 02:31:05.628000+00:00,2020-10-27 03:04:22.712000+00:00,0 days 00:33:17.084000,33.284733333333335
7182961_7182965,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-27 13:21:19.286000+00:00,2020-10-27 14:35:46.898000+00:00,0 days 01:14:27.612000,74.4602
7182968_7182977,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-27 15:10:33.711000+00:00,2020-10-27 16:21:54.564000+00:00,0 days 01:11:20.853000,71.34755
7182984_7182990,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-27 13:20:44.976000+00:00,2020-10-27 13:38:06.376000+00:00,0 days 00:17:21.400000,17.356666666666666
7183371_7183375,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2020-10-27 14:31:12.140000+00:00,2020-10-27 15:59:58.487000+00:00,0 days 01:28:46.347000,88.77245
7183599_7183607,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-27 17:44:38.693000+00:00,2020-10-27 18:38:18.074000+00:00,0 days 00:53:39.381000,53.65635
7183608_7183615,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-27 16:04:50.162000+00:00,2020-10-27 16:28:09.555000+00:00,0 days 00:23:19.393000,23.323216666666667
7183612_7183617,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-27 17:44:25.234000+00:00,2020-10-27 18:00:00.726000+00:00,0 days 00:15:35.492000,15.591533333333333
7183630_7183634,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-10-27 17:13:15.549000+00:00,2020-10-27 17:41:12.352000+00:00,0 days 00:27:56.803000,27.946716666666667
7183642_7183646,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-27 17:12:42.453000+00:00,2020-10-27 17:37:06.357000+00:00,0 days 00:24:23.904000,24.3984
7183816_7183820,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-27 18:33:39.459000+00:00,2020-10-27 19:06:02.735000+00:00,0 days 00:32:23.276000,32.387933333333336
7184722_7184726,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-27 22:51:51.985000+00:00,2020-10-28 00:07:43.248000+00:00,0 days 01:15:51.263000,75.85438333333333
7184729_7184738,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-28 00:56:22.687000+00:00,2020-10-28 02:14:46.940000+00:00,0 days 01:18:24.253000,78.40421666666667
7184748_7184754,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-27 22:51:36.093000+00:00,2020-10-27 23:09:01.774000+00:00,0 days 00:17:25.681000,17.428016666666668
7185344_7185348,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-10-28 02:15:34.775000+00:00,2020-10-28 02:42:05.367000+00:00,0 days 00:26:30.592000,26.509866666666667
7185353_7185359,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-28 03:09:56.153000+00:00,2020-10-28 04:23:36.041000+00:00,0 days 01:13:39.888000,73.6648
7185360_7185366,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-28 02:16:41.164000+00:00,2020-10-28 02:39:59.859000+00:00,0 days 00:23:18.695000,23.31158333333333
7185367_7185374,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-28 03:09:37.920000+00:00,2020-10-28 03:25:14.568000+00:00,0 days 00:15:36.648000,15.6108
7185387_7185392,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-28 02:41:29.504000+00:00,2020-10-28 03:05:29.077000+00:00,0 days 00:23:59.573000,23.99288333333333
7185448_7185452,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-28 03:27:09.273000+00:00,2020-10-28 03:58:29.623000+00:00,0 days 00:31:20.350000,31.339166666666667
7185727_7185731,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-28 06:08:51.792000+00:00,2020-10-28 07:19:23.174000+00:00,0 days 01:10:31.382000,70.52303333333333
7185732_7185736,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-28 07:28:53.868000+00:00,2020-10-28 08:38:18.493000+00:00,0 days 01:09:24.625000,69.41041666666666
7185751_7185755,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-28 06:08:29.438000+00:00,2020-10-28 06:25:53.224000+00:00,0 days 00:17:23.786000,17.396433333333334
7186333_7186338,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-10-28 08:42:33.640000+00:00,2020-10-28 09:21:24.411000+00:00,0 days 00:38:50.771000,38.846183333333336
7186350_7186358,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-28 09:51:58.439000+00:00,2020-10-28 11:06:30.871000+00:00,0 days 01:14:32.432000,74.54053333333333
7186359_7186363,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-28 08:59:43.573000+00:00,2020-10-28 09:23:03.409000+00:00,0 days 00:23:19.836000,23.3306
7186364_7186368,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-28 09:52:21.307000+00:00,2020-10-28 10:07:57.849000+00:00,0 days 00:15:36.542000,15.609033333333333
7186405_7186409,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-28 09:27:14.200000+00:00,2020-10-28 09:51:20.371000+00:00,0 days 00:24:06.171000,24.10285
7186466_7186470,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-28 10:10:35.230000+00:00,2020-10-28 10:41:18.604000+00:00,0 days 00:30:43.374000,30.7229
7187423_7187429,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-28 16:19:40.262000+00:00,2020-10-28 17:38:18.144000+00:00,0 days 01:18:37.882000,78.63136666666666
7187430_7187436,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-28 19:51:05.213000+00:00,2020-10-28 22:57:30.108000+00:00,0 days 03:06:24.895000,186.41491666666667
7187449_7187455,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-28 16:19:15.290000+00:00,2020-10-28 16:36:43.602000+00:00,0 days 00:17:28.312000,17.471866666666667
7187548_7187552,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2020-10-28 16:36:51.367000+00:00,2020-10-28 17:02:30.773000+00:00,0 days 00:25:39.406000,25.656766666666663
7187836_7187840,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2020-10-28 17:53:58.616000+00:00,2020-10-28 19:46:14.259000+00:00,0 days 01:52:15.643000,112.26071666666668
7188109_7188114,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 00:25:50.711000+00:00,2020-10-29 01:19:01.266000+00:00,0 days 00:53:10.555000,53.175916666666666
7188116_7188122,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-28 21:12:38.179000+00:00,2020-10-28 21:36:32.622000+00:00,0 days 00:23:54.443000,23.90738333333333
7188123_7188127,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-29 00:25:04.668000+00:00,2020-10-29 00:40:39.365000+00:00,0 days 00:15:34.697000,15.578283333333331
7188149_7188156,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-28 22:33:40.474000+00:00,2020-10-28 22:58:10.122000+00:00,0 days 00:24:29.648000,24.49413333333333
7188285_7188289,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-28 23:05:21.151000+00:00,2020-10-29 00:37:18.370000+00:00,0 days 01:31:57.219000,91.95365
7188491_7188498,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 01:14:40.917000+00:00,2020-10-29 02:24:20.666000+00:00,0 days 01:09:39.749000,69.66248333333333
7188496_7188502,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-29 04:00:21.699000+00:00,2020-10-29 05:25:39.582000+00:00,0 days 01:25:17.883000,85.29805
7188510_7188518,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-28 23:58:33.447000+00:00,2020-10-29 00:15:56.601000+00:00,0 days 00:17:23.154000,17.3859
7188869_7188873,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-10-29 00:42:01.426000+00:00,2020-10-29 01:08:26.565000+00:00,0 days 00:26:25.139000,26.418983333333333
7188912_7188918,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-29 00:41:35.978000+00:00,2020-10-29 01:13:58.613000+00:00,0 days 00:32:22.635000,32.37725
7189402_7189406,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2020-10-29 01:27:34.157000+00:00,2020-10-29 02:15:28.293000+00:00,0 days 00:47:54.136000,47.90226666666667
7189468_7189475,Abfuellbeh_2_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_2,SIP,RP06_SIP_BEHAELTER,2020-10-29 02:33:12.405000+00:00,2020-10-29 03:56:03.865000+00:00,0 days 01:22:51.460000,82.85766666666666
7189794_7189800,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 06:40:33.484000+00:00,2020-10-29 07:35:23.687000+00:00,0 days 00:54:50.203000,54.83671666666667
7189801_7189805,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-29 05:13:59.309000+00:00,2020-10-29 06:10:45.093000+00:00,0 days 00:56:45.784000,56.76306666666667
7189806_7189811,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-29 06:40:02.075000+00:00,2020-10-29 06:55:38.101000+00:00,0 days 00:15:36.026000,15.600433333333331
7189823_7189827,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-10-29 05:30:20.659000+00:00,2020-10-29 05:58:35.836000+00:00,0 days 00:28:15.177000,28.25295
7189880_7189888,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-29 06:12:59.621000+00:00,2020-10-29 06:37:03.616000+00:00,0 days 00:24:03.995000,24.06658333333333
7190104_7190108,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-29 07:06:00.511000+00:00,2020-10-29 07:38:14.711000+00:00,0 days 00:32:14.200000,32.236666666666665
7190232_7190236,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 08:15:36.562000+00:00,2020-10-29 09:29:01.414000+00:00,0 days 01:13:24.852000,73.4142
7190237_7190241,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-29 09:40:37.293000+00:00,2020-10-29 10:47:03.528000+00:00,0 days 01:06:26.235000,66.43725
7190253_7190259,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-29 08:14:30.130000+00:00,2020-10-29 08:31:54.250000+00:00,0 days 00:17:24.120000,17.402
7190638_7190645,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-10-29 10:58:35.806000+00:00,2020-10-29 11:25:09.962000+00:00,0 days 00:26:34.156000,26.569266666666667
7190699_7190709,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 12:37:41.169000+00:00,2020-10-29 13:44:33.578000+00:00,0 days 01:06:52.409000,66.87348333333334
7190702_7190712,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-29 11:45:35.697000+00:00,2020-10-29 12:08:54.119000+00:00,0 days 00:23:18.422000,23.307033333333333
7190713_7190717,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-29 12:38:20.393000+00:00,2020-10-29 12:53:55.443000+00:00,0 days 00:15:35.050000,15.584166666666668
7190735_7190739,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-29 12:13:16.554000+00:00,2020-10-29 12:37:16.066000+00:00,0 days 00:23:59.512000,23.991866666666667
7190759_7190763,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-29 12:56:07.568000+00:00,2020-10-29 13:26:24.402000+00:00,0 days 00:30:16.834000,30.280566666666665
7191132_7191138,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 15:11:46.400000+00:00,2020-10-29 16:22:33.081000+00:00,0 days 01:10:46.681000,70.77801666666667
7191140_7191145,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-29 16:24:33.421000+00:00,2020-10-29 17:31:33.582000+00:00,0 days 01:07:00.161000,67.00268333333334
7191157_7191161,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-29 15:11:18.053000+00:00,2020-10-29 15:28:40.253000+00:00,0 days 00:17:22.200000,17.37
7191579_7191583,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2020-10-29 18:01:33.866000+00:00,2020-10-29 18:44:54.579000+00:00,0 days 00:43:20.713000,43.345216666666666
7191621_7191629,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 20:08:41.732000+00:00,2020-10-29 21:02:27.463000+00:00,0 days 00:53:45.731000,53.76218333333333
7191630_7191634,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2020-10-29 18:01:58.369000+00:00,2020-10-29 19:43:30.970000+00:00,0 days 01:41:32.601000,101.54335
7191635_7191639,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2020-10-29 20:09:04.791000+00:00,2020-10-29 20:24:40.324000+00:00,0 days 00:15:35.533000,15.592216666666667
7191665_7191669,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2020-10-29 19:44:12.598000+00:00,2020-10-29 20:08:15.937000+00:00,0 days 00:24:03.339000,24.05565
7191706_7191710,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2020-10-29 20:42:08.090000+00:00,2020-10-29 21:12:52.449000+00:00,0 days 00:30:44.359000,30.739316666666667
7192112_7192118,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-29 23:20:37.800000+00:00,2020-10-30 00:36:59.577000+00:00,0 days 01:16:21.777000,76.36295
7192119_7192123,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2020-10-30 00:46:57.331000+00:00,2020-10-30 01:53:36.581000+00:00,0 days 01:06:39.250000,66.65416666666667
7192135_7192139,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2020-10-29 23:19:49.988000+00:00,2020-10-29 23:37:12.856000+00:00,0 days 00:17:22.868000,17.381133333333334
7192494_7192498,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2020-10-30 02:03:38.286000+00:00,2020-10-30 02:30:03.128000+00:00,0 days 00:26:24.842000,26.41403333333333
7192536_7192540,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2020-10-30 03:08:04.128000+00:00,2020-10-30 04:19:39.792000+00:00,0 days 01:11:35.664000,71.5944
